Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,13,15,2.1875,2.187500000000007,0,-36.09375,-40.468742000000006,0
0,1,12,15,2.1875,2.1875,0,-36.09375,-42.656242000000006,0
0,1,11,15,2.1875,2.187499999999993,0,-36.09375,-44.843742000000006,0
0,1,11,16,2.1875,2.187499999999993,0,-33.90625,-44.843742000000006,0
0,1,11,17,2.1875,2.187499999999993,0,-31.71875,-44.843742000000006,0
0,1,12,17,2.1875,2.1875,0,-31.71875,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,17,2.1875,2.1875,0,-31.71875,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,16,2.1875,2.1875,0,-33.90625,-42.656242000000006,0
0,1,11,16,2.1875,2.187499999999993,0,-33.90625,-44.843742000000006,0
0,1,11,17,2.1875,2.187499999999993,0,-31.71875,-44.843742000000006,0
0,1,11,18,2.1875,2.187499999999993,0,-29.53125,-44.843742000000006,0
0,1,12,18,2.1875,2.1875,0,-29.53125,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,18,2.1875,2.1875,0,-29.53125,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,17,2.1875,2.1875,0,-31.71875,-42.656242000000006,0
0,1,11,17,2.1875,2.187499999999993,0,-31.71875,-44.843742000000006,0
0,1,11,18,2.1875,2.187499999999993,0,-29.53125,-44.843742000000006,0
0,1,11,19,2.1875,2.187499999999993,0,-27.34375,-44.843742000000006,0
0,1,12,19,2.1875,2.1875,0,-27.34375,-42.656242000000006,0
0,1,13,19,2.1875,2.187500000000007,0,-27.34375,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,19,2.1875,2.1875,0,-27.34375,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,18,2.1875,2.1875,0,-29.53125,-42.656242000000006,0
0,1,11,18,2.1875,2.187499999999993,0,-29.53125,-44.843742000000006,0
0,1,11,19,2.1875,2.187499999999993,0,-27.34375,-44.843742000000006,0
0,1,11,20,2.1875000000000036,2.187499999999993,0,-25.15625,-44.843742000000006,0
0,1,12,20,2.1875000000000036,2.1875,0,-25.15625,-42.656242000000006,0
0,1,13,20,2.1875000000000036,2.187500000000007,0,-25.15625,-40.468742000000006,0
0,1,13,19,2.1875,2.187500000000007,0,-27.34375,-40.468742000000006,0
0,0,12,20,2.1875000000000036,2.1875,0,-25.15625,-42.656242000000006,0
0,1,13,19,2.1875,2.187500000000007,0,-27.34375,-40.468742000000006,0
0,1,12,19,2.1875,2.1875,0,-27.34375,-42.656242000000006,0
0,1,11,19,2.1875,2.187499999999993,0,-27.34375,-44.843742000000006,0
0,1,11,20,2.1875000000000036,2.187499999999993,0,-25.15625,-44.843742000000006,0
0,1,11,21,2.1874999999999964,2.187499999999993,0,-22.96875,-44.843742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,20,2.1875000000000036,2.187500000000007,0,-25.15625,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,30,2.1874999999999996,2.1875,0,-3.281251,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,11,29,2.1875009999999993,2.187499999999993,0,-5.4687515,-44.843742000000006,0
0,1,11,30,2.1874999999999996,2.187499999999993,0,-3.281251,-44.843742000000006,0
0,1,11,31,2.1875000000000004,2.187499999999993,0,-1.0937510000000004,-44.843742000000006,0
0,1,12,31,2.1875000000000004,2.1875,0,-1.0937510000000004,-42.656242000000006,0
0,1,13,31,2.1875000000000004,2.187500000000007,0,-1.0937510000000004,-40.468742000000006,0
0,1,13,30,2.1874999999999996,2.187500000000007,0,-3.281251,-40.468742000000006,0
0,0,12,31,2.1875000000000004,2.1875,0,-1.0937510000000004,-42.656242000000006,0
0,1,13,30,2.1874999999999996,2.187500000000007,0,-3.281251,-40.468742000000006,0
0,1,12,30,2.1874999999999996,2.1875,0,-3.281251,-42.656242000000006,0
0,1,11,30,2.1874999999999996,2.187499999999993,0,-3.281251,-44.843742000000006,0
0,1,11,31,2.1875000000000004,2.187499999999993,0,-1.0937510000000004,-44.843742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,31,2.1875000000000004,2.187500000000007,0,-1.0937510000000004,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,33,2.1875009999999997,2.1875,0,3.2812495000000004,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,11,33,2.1874999999999996,2.187499999999993,0,3.281249,-44.843742000000006,0
0,1,11,34,2.1875009999999993,2.187499999999993,0,5.4687494999999995,-44.843742000000006,0
0,1,12,34,2.187499999999999,2.1875,0,5.46875,-42.656242000000006,0
0,1,13,34,2.187499999999999,2.187500000000007,0,5.46875,-40.468742000000006,0
0,1,13,33,2.1874999999999996,2.187500000000007,0,3.28125,-40.468742000000006,0
0,0,12,34,2.187499999999999,2.1875,0,5.46875,-42.656242000000006,0
0,1,13,33,2.1874999999999996,2.187500000000007,0,3.28125,-40.468742000000006,0
0,1,12,33,2.1875009999999997,2.1875,0,3.2812495000000004,-42.656242000000006,0
0,1,11,33,2.1874999999999996,2.187499999999993,0,3.281249,-44.843742000000006,0
0,1,11,34,2.1875009999999993,2.187499999999993,0,5.4687494999999995,-44.843742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,35,2.187500000000001,2.187500000000007,0,7.65625,-40.468742000000006,0
0,1,13,34,2.187499999999999,2.187500000000007,0,5.46875,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,47,2.1875,2.1875,0,33.90625,-42.656246,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,11,46,2.1875,2.187499999999993,0,31.71875,-44.843742000000006,0
0,1,11,47,2.1875,2.187499999999993,0,33.90625,-44.843745999999996,0
0,1,11,48,2.1875,2.1875,0,36.09375,-44.84375,0
0,1,12,48,2.1875,2.187499999999993,0,36.09375,-42.65625,0
0,1,13,48,2.1875,2.187500000000007,0,36.09375,-40.46875,0
0,1,13,47,2.1875,2.187500000000007,0,33.90625,-40.468745999999996,0
0,0,12,48,2.1875,2.187499999999993,0,36.09375,-42.65625,0
0,1,13,47,2.1875,2.187500000000007,0,33.90625,-40.468745999999996,0
0,1,12,47,2.1875,2.1875,0,33.90625,-42.656246,0
0,1,11,47,2.1875,2.187499999999993,0,33.90625,-44.843745999999996,0
0,1,11,48,2.1875,2.1875,0,36.09375,-44.84375,0
0,1,11,49,2.1875,2.1875,0,38.28125,-44.84375,0
0,1,12,49,2.1875,2.187499999999993,0,38.28125,-42.65625,0
0,1,13,49,2.1875,2.187500000000007,0,38.28125,-40.46875,0
0,1,13,48,2.1875,2.187500000000007,0,36.09375,-40.46875,0
0,0,12,49,2.1875,2.187499999999993,0,38.28125,-42.65625,0
0,1,13,48,2.1875,2.187500000000007,0,36.09375,-40.46875,0
0,1,12,48,2.1875,2.187499999999993,0,36.09375,-42.65625,0
0,1,11,48,2.1875,2.1875,0,36.09375,-44.84375,0
0,1,11,49,2.1875,2.1875,0,38.28125,-44.84375,0
0,1,11,50,2.187500000000007,2.1875,0,40.46875,-44.84375,0
0,1,12,50,2.187500000000007,2.187499999999993,0,40.46875,-42.65625,0
0,1,13,50,2.187500000000007,2.187500000000007,0,40.46875,-40.46875,0
0,1,13,49,2.1875,2.187500000000007,0,38.28125,-40.46875,0
0,0,12,50,2.187500000000007,2.187499999999993,0,40.46875,-42.65625,0
0,1,13,49,2.1875,2.187500000000007,0,38.28125,-40.46875,0
0,1,12,49,2.1875,2.187499999999993,0,38.28125,-42.65625,0
0,1,11,49,2.1875,2.1875,0,38.28125,-44.84375,0
0,1,11,50,2.187500000000007,2.1875,0,40.46875,-44.84375,0
0,1,11,51,2.187499999999993,2.1875,0,42.65625,-44.84375,0
0,1,12,51,2.187499999999993,2.187499999999993,0,42.65625,-42.65625,0
0,1,13,51,2.187499999999993,2.187500000000007,0,42.65625,-40.46875,0
0,1,13,50,2.187500000000007,2.187500000000007,0,40.46875,-40.46875,0
0,0,12,51,2.187499999999993,2.187499999999993,0,42.65625,-42.65625,0
0,1,13,50,2.187500000000007,2.187500000000007,0,40.46875,-40.46875,0
0,1,12,50,2.187500000000007,2.187499999999993,0,40.46875,-42.65625,0
0,1,11,50,2.187500000000007,2.1875,0,40.46875,-44.84375,0
0,1,11,51,2.187499999999993,2.1875,0,42.65625,-44.84375,0
0,1,11,52,2.1875,2.1875,0,44.84375,-44.84375,0
0,1,12,52,2.1875,2.187499999999993,0,44.84375,-42.65625,0
0,1,13,52,2.1875,2.187500000000007,0,44.84375,-40.46875,0
0,1,13,51,2.187499999999993,2.187500000000007,0,42.65625,-40.46875,0
0,0,12,52,2.1875,2.187499999999993,0,44.84375,-42.65625,0
0,1,13,51,2.187499999999993,2.187500000000007,0,42.65625,-40.46875,0
0,1,12,51,2.187499999999993,2.187499999999993,0,42.65625,-42.65625,0
0,1,11,51,2.187499999999993,2.1875,0,42.65625,-44.84375,0
0,1,11,52,2.1875,2.1875,0,44.84375,-44.84375,0
0,1,11,53,2.187500000000007,2.1875,0,47.03125,-44.84375,0
0,1,12,53,2.187500000000007,2.187499999999993,0,47.03125,-42.65625,0
0,1,13,53,2.187500000000007,2.187500000000007,0,47.03125,-40.46875,0
0,1,13,52,2.1875,2.187500000000007,0,44.84375,-40.46875,0
0,0,12,53,2.187500000000007,2.187499999999993,0,47.03125,-42.65625,0
0,1,13,52,2.1875,2.187500000000007,0,44.84375,-40.46875,0
0,1,12,52,2.1875,2.187499999999993,0,44.84375,-42.65625,0
0,1,11,52,2.1875,2.1875,0,44.84375,-44.84375,0
0,1,11,53,2.187500000000007,2.1875,0,47.03125,-44.84375,0
0,1,11,54,2.187499999999993,2.1875,0,49.21875,-44.84375,0
0,1,12,54,2.187499999999993,2.187499999999993,0,49.21875,-42.65625,0
0,1,13,54,2.187499999999993,2.187500000000007,0,49.21875,-40.46875,0
0,1,13,53,2.187500000000007,2.187500000000007,0,47.03125,-40.46875,0
0,0,12,54,2.187499999999993,2.187499999999993,0,49.21875,-42.65625,0
0,1,13,53,2.187500000000007,2.187500000000007,0,47.03125,-40.46875,0
0,1,12,53,2.187500000000007,2.187499999999993,0,47.03125,-42.65625,0
0,1,11,53,2.187500000000007,2.1875,0,47.03125,-44.84375,0
0,1,11,54,2.187499999999993,2.1875,0,49.21875,-44.84375,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,54,2.187499999999993,2.187500000000007,0,49.21875,-40.46875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,56,2.1875,2.187499999999993,0,53.59375,-42.65625,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,11,56,2.1875,2.1875,0,53.59375,-44.84375,0
0,1,11,57,2.1875,2.1875,0,55.78125,-44.84375,0
0,1,12,57,2.1875,2.187499999999993,0,55.78125,-42.65625,0
0,1,13,57,2.1875,2.187500000000007,0,55.78125,-40.46875,0
0,1,13,56,2.1875,2.187500000000007,0,53.59375,-40.46875,0
0,0,12,57,2.1875,2.187499999999993,0,55.78125,-42.65625,0
0,1,13,56,2.1875,2.187500000000007,0,53.59375,-40.46875,0
0,1,12,56,2.1875,2.187499999999993,0,53.59375,-42.65625,0
0,1,11,56,2.1875,2.1875,0,53.59375,-44.84375,0
0,1,11,57,2.1875,2.1875,0,55.78125,-44.84375,0
0,1,11,58,2.187500000000007,2.1875,0,57.96875,-44.84375,0
0,1,12,58,2.187500000000007,2.187499999999993,0,57.96875,-42.65625,0
0,1,13,58,2.187500000000007,2.187500000000007,0,57.96875,-40.46875,0
0,1,13,57,2.1875,2.187500000000007,0,55.78125,-40.46875,0
0,0,12,58,2.187500000000007,2.187499999999993,0,57.96875,-42.65625,0
0,1,13,57,2.1875,2.187500000000007,0,55.78125,-40.46875,0
0,1,12,57,2.1875,2.187499999999993,0,55.78125,-42.65625,0
0,1,11,57,2.1875,2.1875,0,55.78125,-44.84375,0
0,1,11,58,2.187500000000007,2.1875,0,57.96875,-44.84375,0
0,1,11,59,2.187499999999993,2.1875,0,60.15625,-44.84375,0
0,1,12,59,2.187499999999993,2.187499999999993,0,60.15625,-42.65625,0
0,1,13,59,2.187499999999993,2.187500000000007,0,60.15625,-40.46875,0
0,1,13,58,2.187500000000007,2.187500000000007,0,57.96875,-40.46875,0
0,0,12,59,2.187499999999993,2.187499999999993,0,60.15625,-42.65625,0
0,1,13,58,2.187500000000007,2.187500000000007,0,57.96875,-40.46875,0
0,1,12,58,2.187500000000007,2.187499999999993,0,57.96875,-42.65625,0
0,1,11,58,2.187500000000007,2.1875,0,57.96875,-44.84375,0
0,1,11,59,2.187499999999993,2.1875,0,60.15625,-44.84375,0
0,1,11,60,2.1875,2.1875,0,62.34375,-44.84375,0
0,1,12,60,2.1875,2.187499999999993,0,62.34375,-42.65625,0
0,1,13,60,2.1875,2.187500000000007,0,62.34375,-40.46875,0
0,1,13,59,2.187499999999993,2.187500000000007,0,60.15625,-40.46875,0
0,0,12,60,2.1875,2.187499999999993,0,62.34375,-42.65625,0
0,1,13,59,2.187499999999993,2.187500000000007,0,60.15625,-40.46875,0
0,1,12,59,2.187499999999993,2.187499999999993,0,60.15625,-42.65625,0
0,1,11,59,2.187499999999993,2.1875,0,60.15625,-44.84375,0
0,1,11,60,2.1875,2.1875,0,62.34375,-44.84375,0
0,1,11,61,2.187499999999986,2.1875,0,64.53125,-44.84375,0
0,1,12,61,2.187499999999986,2.187499999999993,0,64.53125,-42.65625,0
0,1,13,61,2.187499999999986,2.187500000000007,0,64.53125,-40.46875,0
0,1,13,60,2.1875,2.187500000000007,0,62.34375,-40.46875,0
0,0,12,61,2.187499999999986,2.187499999999993,0,64.53125,-42.65625,0
0,1,13,60,2.1875,2.187500000000007,0,62.34375,-40.46875,0
0,1,12,60,2.1875,2.187499999999993,0,62.34375,-42.65625,0
0,1,11,60,2.1875,2.1875,0,62.34375,-44.84375,0
0,1,11,61,2.187499999999986,2.1875,0,64.53125,-44.84375,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,61,2.187499999999986,2.187500000000007,0,64.53125,-40.46875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,12,63,2.1875,2.187499999999993,0,68.90625,-42.65625,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,11,63,2.1875,2.1875,0,68.90625,-44.84375,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,63,2.1875,2.187500000000007,0,68.90625,-40.46875,0
0,0,13,0,2.1875,2.187500000000007,0,-68.90625,-40.468734999999995,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,0,2.1875,2.1875,0,-68.90625,-42.656235,0
0,1,12,1,2.187500000000014,2.1875,0,-66.71875,-42.656235,0
0,1,13,1,2.187500000000014,2.187500000000007,0,-66.71875,-40.468734999999995,0
0,1,14,1,2.187500000000014,2.1875,0,-66.71875,-38.281234999999995,0
0,1,14,0,2.1875,2.1875,0,-68.90625,-38.281234999999995,0
0,0,13,1,2.187500000000014,2.187500000000007,0,-66.71875,-40.468734999999995,0
0,1,14,0,2.1875,2.1875,0,-68.90625,-38.281234999999995,0
0,1,13,0,2.1875,2.187500000000007,0,-68.90625,-40.468734999999995,0
0,1,12,0,2.1875,2.1875,0,-68.90625,-42.656235,0
0,1,12,1,2.187500000000014,2.1875,0,-66.71875,-42.656235,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,1,2.187500000000014,2.1875,0,-66.71875,-38.281234999999995,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,13,3,2.1875,2.187500000000007,0,-62.34375,-40.468734999999995,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,3,2.1875,2.1875,0,-62.34375,-42.656235,0
0,1,12,4,2.187499999999993,2.1875,0,-60.15625,-42.656235,0
0,1,13,4,2.187499999999993,2.187500000000007,0,-60.15625,-40.468734999999995,0
0,1,14,4,2.187499999999993,2.1875,0,-60.15625,-38.281234999999995,0
0,1,14,3,2.1875,2.1875,0,-62.34375,-38.281234999999995,0
0,0,13,4,2.187499999999993,2.187500000000007,0,-60.15625,-40.468734999999995,0
0,1,14,3,2.1875,2.1875,0,-62.34375,-38.281234999999995,0
0,1,13,3,2.1875,2.187500000000007,0,-62.34375,-40.468734999999995,0
0,1,12,3,2.1875,2.1875,0,-62.34375,-42.656235,0
0,1,12,4,2.187499999999993,2.1875,0,-60.15625,-42.656235,0
0,1,12,5,2.187500000000007,2.1875,0,-57.96875,-42.656235,0
0,1,13,5,2.187500000000007,2.187500000000007,0,-57.96875,-40.468734999999995,0
0,1,14,5,2.187500000000007,2.1875,0,-57.96875,-38.281234999999995,0
0,1,14,4,2.187499999999993,2.1875,0,-60.15625,-38.281234999999995,0
0,0,13,5,2.187500000000007,2.187500000000007,0,-57.96875,-40.468734999999995,0
0,1,14,4,2.187499999999993,2.1875,0,-60.15625,-38.281234999999995,0
0,1,13,4,2.187499999999993,2.187500000000007,0,-60.15625,-40.468734999999995,0
0,1,12,4,2.187499999999993,2.1875,0,-60.15625,-42.656235,0
0,1,12,5,2.187500000000007,2.1875,0,-57.96875,-42.656235,0
0,1,12,6,2.1875,2.1875,0,-55.78125,-42.656235,0
0,1,13,6,2.1875,2.187500000000007,0,-55.78125,-40.468734999999995,0
0,1,14,6,2.1875,2.1875,0,-55.78125,-38.281234999999995,0
0,1,14,5,2.187500000000007,2.1875,0,-57.96875,-38.281234999999995,0
0,0,13,6,2.1875,2.187500000000007,0,-55.78125,-40.468734999999995,0
0,1,14,5,2.187500000000007,2.1875,0,-57.96875,-38.281234999999995,0
0,1,13,5,2.187500000000007,2.187500000000007,0,-57.96875,-40.468734999999995,0
0,1,12,5,2.187500000000007,2.1875,0,-57.96875,-42.656235,0
0,1,12,6,2.1875,2.1875,0,-55.78125,-42.656235,0
0,1,12,7,2.1875,2.1875,0,-53.59375,-42.656239,0
0,1,13,7,2.1875,2.187500000000007,0,-53.59375,-40.468739,0
0,1,14,7,2.1875,2.1875,0,-53.59375,-38.28123899999999,0
0,1,14,6,2.1875,2.1875,0,-55.78125,-38.281234999999995,0
0,0,13,7,2.1875,2.187500000000007,0,-53.59375,-40.468739,0
0,1,14,6,2.1875,2.1875,0,-55.78125,-38.281234999999995,0
0,1,13,6,2.1875,2.187500000000007,0,-55.78125,-40.468734999999995,0
0,1,12,6,2.1875,2.1875,0,-55.78125,-42.656235,0
0,1,12,7,2.1875,2.1875,0,-53.59375,-42.656239,0
0,1,12,8,2.1875,2.1875,0,-51.40625,-42.656242000000006,0
0,1,13,8,2.1875,2.187500000000007,0,-51.40625,-40.468742000000006,0
0,1,14,8,2.1875,2.1875,0,-51.40625,-38.281242,0
0,1,14,7,2.1875,2.1875,0,-53.59375,-38.28123899999999,0
0,0,13,8,2.1875,2.187500000000007,0,-51.40625,-40.468742000000006,0
0,1,14,7,2.1875,2.1875,0,-53.59375,-38.28123899999999,0
0,1,13,7,2.1875,2.187500000000007,0,-53.59375,-40.468739,0
0,1,12,7,2.1875,2.1875,0,-53.59375,-42.656239,0
0,1,12,8,2.1875,2.1875,0,-51.40625,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,8,2.1875,2.1875,0,-51.40625,-38.281242,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,13,10,2.187500000000007,2.187500000000007,0,-47.03125,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,10,2.187500000000007,2.1875,0,-47.03125,-42.656242000000006,0
0,1,12,11,2.1875,2.1875,0,-44.84375,-42.656242000000006,0
0,1,13,11,2.1875,2.187500000000007,0,-44.84375,-40.468742000000006,0
0,1,14,11,2.1875,2.1875,0,-44.84375,-38.281242,0
0,1,14,10,2.187500000000007,2.1875,0,-47.03125,-38.281242,0
0,0,13,11,2.1875,2.187500000000007,0,-44.84375,-40.468742000000006,0
0,1,14,10,2.187500000000007,2.1875,0,-47.03125,-38.281242,0
0,1,13,10,2.187500000000007,2.187500000000007,0,-47.03125,-40.468742000000006,0
0,1,12,10,2.187500000000007,2.1875,0,-47.03125,-42.656242000000006,0
0,1,12,11,2.1875,2.1875,0,-44.84375,-42.656242000000006,0
0,1,12,12,2.187499999999993,2.1875,0,-42.65625,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,11,2.1875,2.1875,0,-44.84375,-38.281242,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,13,14,2.1875,2.187500000000007,0,-38.28125,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,13,2.187500000000007,2.1875,0,-40.46875,-42.656242000000006,0
0,1,12,14,2.1875,2.1875,0,-38.28125,-42.656242000000006,0
0,1,12,15,2.1875,2.1875,0,-36.09375,-42.656242000000006,0
0,1,13,15,2.1875,2.187500000000007,0,-36.09375,-40.468742000000006,0
0,1,14,15,2.1875,2.1875,0,-36.09375,-38.281242,0
0,1,14,14,2.1875,2.1875,0,-38.28125,-38.281242,0
0,0,13,15,2.1875,2.187500000000007,0,-36.09375,-40.468742000000006,0
0,1,14,14,2.1875,2.1875,0,-38.28125,-38.281242,0
0,1,13,14,2.1875,2.187500000000007,0,-38.28125,-40.468742000000006,0
0,1,12,14,2.1875,2.1875,0,-38.28125,-42.656242000000006,0
0,1,12,15,2.1875,2.1875,0,-36.09375,-42.656242000000006,0
0,1,12,16,2.1875,2.1875,0,-33.90625,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,15,2.1875,2.1875,0,-36.09375,-38.281242,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,13,19,2.1875,2.187500000000007,0,-27.34375,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,12,18,2.1875,2.1875,0,-29.53125,-42.656242000000006,0
0,1,12,19,2.1875,2.1875,0,-27.34375,-42.656242000000006,0
0,1,12,20,2.1875000000000036,2.1875,0,-25.15625,-42.656242000000006,0
0,1,13,20,2.1875000000000036,2.187500000000007,0,-25.15625,-40.468742000000006,0
0,1,14,20,2.1875000000000036,2.1875,0,-25.15625,-38.281242,0
0,1,14,19,2.1875,2.1875,0,-27.34375,-38.281242,0
0,0,13,20,2.1875000000000036,2.187500000000007,0,-25.15625,-40.468742000000006,0
0,1,14,19,2.1875,2.1875,0,-27.34375,-38.281242,0
0,1,13,19,2.1875,2.187500000000007,0,-27.34375,-40.468742000000006,0
0,1,12,19,2.1875,2.1875,0,-27.34375,-42.656242000000006,0
0,1,12,20,2.1875000000000036,2.1875,0,-25.15625,-42.656242000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,20,2.1875000000000036,2.1875,0,-25.15625,-38.281242,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,13,22,2.1875,2.187500000000007,0,-20.78125,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,23,2.1875,2.187500000000007,0,-18.59375,-40.468742000000006,0
0,1,14,23,2.1875,2.1875,0,-18.59375,-38.281242,0
0,1,14,22,2.1875,2.1875,0,-20.78125,-38.281242,0
0,0,13,23,2.1875,2.187500000000007,0,-18.59375,-40.468742000000006,0
0,1,14,22,2.1875,2.1875,0,-20.78125,-38.281242,0
0,1,13,22,2.1875,2.187500000000007,0,-20.78125,-40.468742000000006,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,24,2.1874999999999982,2.187500000000007,0,-16.40625,-40.468742000000006,0
0,1,14,24,2.1874999999999982,2.1875,0,-16.40625,-38.281242,0
